h3_10,kunta,pno,kem_2000,askem_2000,kem_2016,askem_2016,kem_muutos,askem_muutos,palv_pien_2000,palv_2000,kaup_2000,pt_2000,palv_pien_2016,palv_2016,kaup_2016,pt_2016,palv_pien_muutos,palv_muutos,kaup_muutos,pt_muutos
8a1126d31437fff,Helsinki,Helsinki keskusta - Etu-Töölö,25912.0,25912.0,25912.0,25912.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,5.0,3.0,2.0,0.0
8a1126d30297fff,Helsinki,Helsinki keskusta - Etu-Töölö,439.0,0.0,16232.0,16232.0,15793.0,16232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3300ffff,Helsinki,Helsinki keskusta - Etu-Töölö,52067.0,0.0,52392.0,0.0,325.0,0.0,12.0,463.0,130.0,2.0,9.0,292.0,96.0,0.0,-3.0,-171.0,-34.0,-2.0
8a1126d33167fff,Helsinki,Helsinki keskusta - Etu-Töölö,22310.0,0.0,22403.0,0.0,93.0,0.0,0.0,736.0,4.0,0.0,0.0,25.0,18.0,16.0,0.0,-711.0,14.0,16.0
8a1126d33aaffff,Helsinki,Helsinki keskusta - Etu-Töölö,138.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d33067fff,Helsinki,Helsinki keskusta - Etu-Töölö,43919.0,0.0,47231.0,0.0,3312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3030ffff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0
8a1126d33847fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,41.0,0.0,0.0,0.0,39.0,-2.0,0.0
8a1126d338dffff,Helsinki,Helsinki keskusta - Etu-Töölö,24782.0,0.0,24810.0,0.0,28.0,0.0,1.0,276.0,24.0,7.0,4.0,499.0,241.0,0.0,3.0,223.0,217.0,-7.0
8a1126d33a87fff,Helsinki,Helsinki keskusta - Etu-Töölö,11426.0,11377.0,11426.0,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d33d6ffff,Helsinki,Helsinki keskusta - Etu-Töölö,29585.0,11966.0,29098.0,11479.0,-487.0,-487.0,8.0,52.0,29.0,0.0,10.0,323.0,61.0,0.0,2.0,271.0,32.0,0.0
8a1126d31c9ffff,Helsinki,Helsinki keskusta - Etu-Töölö,2672.0,2577.0,2672.0,2577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3306ffff,Helsinki,Helsinki keskusta - Etu-Töölö,33134.0,0.0,33768.0,0.0,634.0,0.0,8.0,45.0,9.0,0.0,18.0,278.0,52.0,2.0,10.0,233.0,43.0,2.0
8a1126d302dffff,Helsinki,Helsinki keskusta - Etu-Töölö,21777.0,18648.0,21777.0,18648.0,0.0,0.0,1.0,12.0,3.0,0.0,5.0,53.0,18.0,0.0,4.0,41.0,15.0,0.0
8a1126d33907fff,Helsinki,Helsinki keskusta - Etu-Töölö,12291.0,6000.0,12291.0,6000.0,0.0,0.0,8.0,14.0,16.0,0.0,2.0,39.0,7.0,0.0,-6.0,25.0,-9.0,0.0
8a1126d338f7fff,Helsinki,Helsinki keskusta - Etu-Töölö,7431.0,0.0,7899.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d338affff,Helsinki,Helsinki keskusta - Etu-Töölö,51789.0,0.0,55003.0,0.0,3214.0,0.0,0.0,33.0,2.0,0.0,23.0,424.0,75.0,4.0,23.0,391.0,73.0,4.0
8a1126d3022ffff,Helsinki,Helsinki keskusta - Etu-Töölö,19678.0,19678.0,19974.0,19974.0,296.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3381ffff,Helsinki,Helsinki keskusta - Etu-Töölö,3240.0,0.0,84497.0,0.0,81257.0,0.0,0.0,140.0,115.0,0.0,13.0,767.0,400.0,62.0,13.0,627.0,285.0,62.0
8a1126d3158ffff,Helsinki,Helsinki keskusta - Etu-Töölö,24090.0,23993.0,24090.0,23993.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,9.0,4.0,0.0,6.0,4.0,4.0,0.0
8a1126d3066ffff,Helsinki,Helsinki keskusta - Etu-Töölö,29495.0,29213.0,29629.0,29347.0,134.0,134.0,1.0,0.0,1.0,0.0,7.0,9.0,1.0,0.0,6.0,9.0,0.0,0.0
8a1126d315a7fff,Helsinki,Helsinki keskusta - Etu-Töölö,29676.0,29676.0,27845.0,27845.0,-1831.0,-1831.0,3.0,123.0,17.0,3.0,2.0,33.0,2.0,0.0,-1.0,-90.0,-15.0,-3.0
8a1126d30207fff,Helsinki,Helsinki keskusta - Etu-Töölö,21424.0,21424.0,21424.0,21424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d33ba7fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,-1.0,-10.0,-9.0,0.0
8a1126d33947fff,Helsinki,Helsinki keskusta - Etu-Töölö,21261.0,20995.0,21261.0,20995.0,0.0,0.0,2.0,4.0,3.0,2.0,1.0,10.0,1.0,0.0,-1.0,6.0,-2.0,-2.0
8a1126d33b9ffff,Helsinki,Helsinki keskusta - Etu-Töölö,166.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3020ffff,Helsinki,Helsinki keskusta - Etu-Töölö,22511.0,18821.0,22511.0,18821.0,0.0,0.0,2.0,22.0,2.0,0.0,3.0,21.0,7.0,0.0,1.0,-1.0,5.0,0.0
8a1126d30267fff,Helsinki,Helsinki keskusta - Etu-Töölö,32685.0,32685.0,33558.0,33558.0,873.0,873.0,1.0,0.0,1.0,0.0,13.0,0.0,3.0,0.0,12.0,0.0,2.0,0.0
8a1126d33ab7fff,Helsinki,Helsinki keskusta - Etu-Töölö,13634.0,0.0,13634.0,1140.0,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d31407fff,Helsinki,Helsinki keskusta - Etu-Töölö,11854.0,9754.0,22549.0,22549.0,10695.0,12795.0,4.0,24.0,12.0,7.0,3.0,34.0,17.0,0.0,-1.0,10.0,5.0,-7.0
8a1126d33027fff,Helsinki,Helsinki keskusta - Etu-Töölö,36690.0,0.0,42648.0,0.0,5958.0,0.0,13.0,608.0,227.0,2.0,3.0,249.0,104.0,0.0,-10.0,-359.0,-123.0,-2.0
8a1126d3149ffff,Helsinki,Helsinki keskusta - Etu-Töölö,1033.0,86.0,1033.0,86.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0
8a1126d3021ffff,Helsinki,Helsinki keskusta - Etu-Töölö,13873.0,10149.0,16432.0,10685.0,2559.0,536.0,1.0,22.0,14.0,0.0,0.0,8.0,0.0,0.0,-1.0,-14.0,-14.0,0.0
8a1126d30ad7fff,Helsinki,Helsinki keskusta - Etu-Töölö,952.0,0.0,1067.0,0.0,115.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,0.0,0.0
8a1126d33987fff,Helsinki,Helsinki keskusta - Etu-Töölö,21012.0,16047.0,22912.0,21198.0,1900.0,5151.0,1.0,62.0,6.0,0.0,14.0,7.0,4.0,0.0,13.0,-55.0,-2.0,0.0
8a1126d33827fff,Helsinki,Helsinki keskusta - Etu-Töölö,29617.0,0.0,29617.0,0.0,0.0,0.0,6.0,96.0,30.0,7.0,0.0,110.0,17.0,0.0,-6.0,14.0,-13.0,-7.0
8a1126d3396ffff,Helsinki,Helsinki keskusta - Etu-Töölö,18624.0,18457.0,18743.0,18457.0,119.0,0.0,4.0,2.0,3.0,0.0,1.0,16.0,0.0,0.0,-3.0,14.0,-3.0,0.0
8a1126d302d7fff,Helsinki,Helsinki keskusta - Etu-Töölö,21177.0,10772.0,21787.0,11382.0,610.0,610.0,0.0,4.0,2.0,0.0,4.0,10.0,5.0,0.0,4.0,6.0,3.0,0.0
8a1126d31487fff,Helsinki,Helsinki keskusta - Etu-Töölö,8886.0,0.0,8996.0,0.0,110.0,0.0,8.0,14.0,16.0,0.0,1.0,0.0,0.0,0.0,-7.0,-14.0,-16.0,0.0
8a1126d315b7fff,Helsinki,Helsinki keskusta - Etu-Töölö,21549.0,20738.0,21549.0,20738.0,0.0,0.0,6.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,-4.0,0.0,-2.0,0.0
8a1126d33107fff,Helsinki,Helsinki keskusta - Etu-Töölö,37223.0,0.0,38130.0,5250.0,907.0,5250.0,6.0,179.0,59.0,2.0,6.0,378.0,62.0,0.0,0.0,199.0,3.0,-2.0
8a1126d33867fff,Helsinki,Helsinki keskusta - Etu-Töölö,37117.0,0.0,37117.0,0.0,0.0,0.0,1.0,257.0,0.0,0.0,0.0,92.0,0.0,0.0,-1.0,-165.0,0.0,0.0
8a1126d3314ffff,Helsinki,Helsinki keskusta - Etu-Töölö,35.0,0.0,114.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d33127fff,Helsinki,Helsinki keskusta - Etu-Töölö,28165.0,6019.0,28079.0,5845.0,-86.0,-174.0,6.0,126.0,45.0,0.0,20.0,192.0,40.0,0.0,14.0,66.0,-5.0,0.0
8a1126d33877fff,Helsinki,Helsinki keskusta - Etu-Töölö,5278.0,0.0,5278.0,0.0,0.0,0.0,7.0,50.0,14.0,0.0,0.0,0.0,0.0,0.0,-7.0,-50.0,-14.0,0.0
8a1126d315affff,Helsinki,Helsinki keskusta - Etu-Töölö,23397.0,11744.0,26337.0,14675.0,2940.0,2931.0,7.0,36.0,16.0,0.0,4.0,6.0,0.0,0.0,-3.0,-30.0,-16.0,0.0
8a1126d302affff,Helsinki,Helsinki keskusta - Etu-Töölö,11601.0,0.0,12919.0,0.0,1318.0,0.0,5.0,5.0,4.0,0.0,0.0,17.0,0.0,0.0,-5.0,12.0,-4.0,0.0
8a1126d3380ffff,Helsinki,Helsinki keskusta - Etu-Töölö,50879.0,0.0,51660.0,0.0,781.0,0.0,2.0,16.0,3.0,0.0,2.0,448.0,35.0,0.0,0.0,432.0,32.0,0.0
8a1126d338b7fff,Helsinki,Helsinki keskusta - Etu-Töölö,35334.0,15616.0,36544.0,16794.0,1210.0,1178.0,8.0,25.0,29.0,0.0,15.0,183.0,21.0,0.0,7.0,158.0,-8.0,0.0
8a1126d31517fff,Helsinki,Helsinki keskusta - Etu-Töölö,17125.0,15386.0,17300.0,15561.0,175.0,175.0,2.0,17.0,11.0,0.0,0.0,7.0,4.0,0.0,-2.0,-10.0,-7.0,0.0
8a1126d3389ffff,Helsinki,Helsinki keskusta - Etu-Töölö,31902.0,4662.0,33776.0,5288.0,1874.0,626.0,7.0,37.0,35.0,0.0,25.0,339.0,47.0,0.0,18.0,302.0,12.0,0.0
8a1126d33137fff,Helsinki,Helsinki keskusta - Etu-Töölö,20875.0,0.0,22587.0,0.0,1712.0,0.0,20.0,350.0,95.0,0.0,5.0,313.0,18.0,0.0,-15.0,-37.0,-77.0,0.0
8a1126d33897fff,Helsinki,Helsinki keskusta - Etu-Töölö,16098.0,5192.0,16644.0,7629.0,546.0,2437.0,17.0,170.0,51.0,16.0,6.0,128.0,23.0,0.0,-11.0,-42.0,-28.0,-16.0
8a1126d339affff,Helsinki,Helsinki keskusta - Etu-Töölö,48501.0,0.0,49898.0,0.0,1397.0,0.0,2.0,18.0,6.0,0.0,11.0,123.0,57.0,7.0,9.0,105.0,51.0,7.0
8a1126d31d97fff,Helsinki,Helsinki keskusta - Etu-Töölö,4829.0,0.0,4829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d314f7fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,-6.0,-17.0,-10.0,0.0
8a1126d33927fff,Helsinki,Helsinki keskusta - Etu-Töölö,31229.0,19591.0,28396.0,20031.0,-2833.0,440.0,2.0,7.0,0.0,0.0,4.0,70.0,6.0,0.0,2.0,63.0,6.0,0.0
8a1126d3028ffff,Helsinki,Helsinki keskusta - Etu-Töölö,24045.0,7025.0,27077.0,7267.0,3032.0,242.0,0.0,45.0,31.0,0.0,1.0,57.0,6.0,0.0,1.0,12.0,-25.0,0.0
8a1126d338a7fff,Helsinki,Helsinki keskusta - Etu-Töölö,26016.0,4851.0,51209.0,4851.0,25193.0,0.0,5.0,42.0,33.0,0.0,15.0,228.0,116.0,0.0,10.0,186.0,83.0,0.0
8a1126d33337fff,Helsinki,Helsinki keskusta - Etu-Töölö,42406.0,0.0,42544.0,0.0,138.0,0.0,2.0,18.0,2.0,0.0,4.0,162.0,14.0,0.0,2.0,144.0,12.0,0.0
8a1126d33147fff,Helsinki,Helsinki keskusta - Etu-Töölö,11658.0,0.0,25431.0,0.0,13773.0,0.0,0.0,704.0,0.0,0.0,4.0,179.0,18.0,0.0,4.0,-525.0,18.0,0.0
8a1126d3382ffff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,2.0,3.0,3.0,0.0,-1.0,-13.0,-7.0,0.0
8a1126d33157fff,Helsinki,Helsinki keskusta - Etu-Töölö,41204.0,0.0,41452.0,0.0,248.0,0.0,7.0,699.0,165.0,54.0,16.0,666.0,161.0,0.0,9.0,-33.0,-4.0,-54.0
8a1126d3036ffff,Helsinki,Helsinki keskusta - Etu-Töölö,3356.0,0.0,3356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d30a37fff,Helsinki,Helsinki keskusta - Etu-Töölö,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d302c7fff,Helsinki,Helsinki keskusta - Etu-Töölö,25867.0,12808.0,26153.0,13094.0,286.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d338d7fff,Helsinki,Helsinki keskusta - Etu-Töölö,45663.0,0.0,52661.0,0.0,6998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3034ffff,Helsinki,Helsinki keskusta - Etu-Töölö,9511.0,8443.0,9523.0,8443.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3032ffff,Helsinki,Helsinki keskusta - Etu-Töölö,583.0,0.0,658.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3029ffff,Helsinki,Helsinki keskusta - Etu-Töölö,16447.0,11500.0,21712.0,17306.0,5265.0,5806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d31587fff,Helsinki,Helsinki keskusta - Etu-Töölö,22860.0,22860.0,22860.0,22860.0,0.0,0.0,4.0,79.0,65.0,8.0,6.0,15.0,15.0,0.0,2.0,-64.0,-50.0,-8.0
8a1126d3159ffff,Helsinki,Helsinki keskusta - Etu-Töölö,13013.0,4524.0,14840.0,7699.0,1827.0,3175.0,7.0,12.0,8.0,0.0,4.0,6.0,0.0,0.0,-3.0,-6.0,-8.0,0.0
8a1126d302cffff,Helsinki,Helsinki keskusta - Etu-Töölö,14238.0,12336.0,14238.0,12336.0,0.0,0.0,8.0,10.0,9.0,0.0,0.0,4.0,2.0,2.0,-8.0,-6.0,-7.0,2.0
8a1126d33817fff,Helsinki,Helsinki keskusta - Etu-Töölö,10739.0,0.0,10739.0,0.0,0.0,0.0,2.0,147.0,34.0,31.0,9.0,535.0,56.0,0.0,7.0,388.0,22.0,-31.0
8a1126d330c7fff,Helsinki,Helsinki keskusta - Etu-Töölö,44871.0,0.0,45221.0,0.0,350.0,0.0,6.0,1126.0,116.0,2.0,11.0,106.0,15.0,0.0,5.0,-1020.0,-101.0,-2.0
8a1126d3385ffff,Helsinki,Helsinki keskusta - Etu-Töölö,11311.0,0.0,11351.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d30367fff,Helsinki,Helsinki keskusta - Etu-Töölö,186.0,0.0,211.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3398ffff,Helsinki,Helsinki keskusta - Etu-Töölö,12197.0,0.0,12197.0,0.0,0.0,0.0,2.0,79.0,36.0,14.0,23.0,222.0,56.0,0.0,21.0,143.0,20.0,-14.0
8a1126d30277fff,Helsinki,Helsinki keskusta - Etu-Töölö,23871.0,23871.0,23871.0,23871.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,6.0,8.0,0.0,4.0,4.0,7.0,0.0
8a1126d3024ffff,Helsinki,Helsinki keskusta - Etu-Töölö,23140.0,23140.0,23140.0,23140.0,0.0,0.0,6.0,70.0,4.0,0.0,5.0,7.0,4.0,1.0,-1.0,-63.0,0.0,1.0
8a1126d33807fff,Helsinki,Helsinki keskusta - Etu-Töölö,24162.0,0.0,25652.0,0.0,1490.0,0.0,3.0,57.0,27.0,0.0,3.0,218.0,15.0,0.0,0.0,161.0,-12.0,0.0
8a1126d33b07fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,0.0
8a1126d33857fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,0.0,0.0
8a1126d31537fff,Helsinki,Helsinki keskusta - Etu-Töölö,20037.0,16046.0,20037.0,16046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3392ffff,Helsinki,Helsinki keskusta - Etu-Töölö,33669.0,33669.0,33920.0,33920.0,251.0,251.0,0.0,76.0,0.0,0.0,10.0,19.0,5.0,0.0,10.0,-57.0,5.0,0.0
8a1126d33b17fff,Helsinki,Helsinki keskusta - Etu-Töölö,211.0,0.0,0.0,0.0,-211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3391ffff,Helsinki,Helsinki keskusta - Etu-Töölö,41586.0,0.0,42227.0,0.0,641.0,0.0,5.0,101.0,4.0,0.0,6.0,479.0,107.0,0.0,1.0,378.0,103.0,0.0
8a1126d3304ffff,Helsinki,Helsinki keskusta - Etu-Töölö,32619.0,0.0,52139.0,0.0,19520.0,0.0,7.0,118.0,37.0,0.0,1.0,38.0,21.0,0.0,-6.0,-80.0,-16.0,0.0
8a1126d33a1ffff,Helsinki,Helsinki keskusta - Etu-Töölö,73.0,0.0,0.0,0.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3310ffff,Helsinki,Helsinki keskusta - Etu-Töölö,60870.0,0.0,67253.0,0.0,6383.0,0.0,4.0,365.0,120.0,4.0,9.0,1187.0,821.0,0.0,5.0,822.0,701.0,-4.0
8a1126d30adffff,Helsinki,Helsinki keskusta - Etu-Töölö,320.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3315ffff,Helsinki,Helsinki keskusta - Etu-Töölö,14287.0,0.0,14287.0,0.0,0.0,0.0,1.0,890.0,38.0,30.0,2.0,240.0,0.0,0.0,1.0,-650.0,-38.0,-30.0
8a1126d3384ffff,Helsinki,Helsinki keskusta - Etu-Töölö,4695.0,0.0,0.0,0.0,-4695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3316ffff,Helsinki,Helsinki keskusta - Etu-Töölö,39739.0,0.0,41216.0,0.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d30217fff,Helsinki,Helsinki keskusta - Etu-Töölö,17921.0,17921.0,17921.0,17921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d3386ffff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,3.0,89.0,4.0,0.0,0.0,0.0,0.0,0.0,-3.0,-89.0,-4.0,0.0
8a1126d314affff,Helsinki,Helsinki keskusta - Etu-Töölö,5251.0,3859.0,9109.0,3859.0,3858.0,0.0,12.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,-12.0,-16.0,-21.0,0.0
8a1126d3311ffff,Helsinki,Helsinki keskusta - Etu-Töölö,19560.0,0.0,23916.0,0.0,4356.0,0.0,5.0,346.0,76.0,0.0,7.0,482.0,78.0,0.0,2.0,136.0,2.0,0.0
8a1126d339a7fff,Helsinki,Helsinki keskusta - Etu-Töölö,22755.0,11106.0,21953.0,11106.0,-802.0,0.0,4.0,4.0,2.0,0.0,7.0,145.0,7.0,0.0,3.0,141.0,5.0,0.0
8a1126d3390ffff,Helsinki,Helsinki keskusta - Etu-Töölö,17410.0,8702.0,17764.0,9056.0,354.0,354.0,13.0,35.0,12.0,0.0,3.0,31.0,3.0,0.0,-10.0,-4.0,-9.0,0.0
8a1126d33837fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,6.0,483.0,187.0,0.0,4.0,67.0,11.0,0.0,-2.0,-416.0,-176.0,0.0
8a1126d33007fff,Helsinki,Helsinki keskusta - Etu-Töölö,28007.0,0.0,28181.0,0.0,174.0,0.0,11.0,749.0,476.0,0.0,18.0,594.0,169.0,0.0,7.0,-155.0,-307.0,0.0
8a1126d338e7fff,Helsinki,Helsinki keskusta - Etu-Töölö,10617.0,0.0,10463.0,0.0,-154.0,0.0,3.0,636.0,42.0,16.0,0.0,196.0,36.0,0.0,-3.0,-440.0,-6.0,-16.0
8a1126d302effff,Helsinki,Helsinki keskusta - Etu-Töölö,21616.0,21616.0,23677.0,23677.0,2061.0,2061.0,3.0,8.0,3.0,0.0,3.0,19.0,6.0,0.0,0.0,11.0,3.0,0.0
8a1126d3064ffff,Helsinki,Helsinki keskusta - Etu-Töölö,35167.0,12673.0,36815.0,17870.0,1648.0,5197.0,3.0,10.0,6.0,0.0,8.0,123.0,38.0,0.0,5.0,113.0,32.0,0.0
8a1126d3301ffff,Helsinki,Helsinki keskusta - Etu-Töölö,23856.0,0.0,23856.0,0.0,0.0,0.0,11.0,559.0,99.0,0.0,3.0,181.0,42.0,0.0,-8.0,-378.0,-57.0,0.0
8a1126d314a7fff,Helsinki,Helsinki keskusta - Etu-Töölö,19277.0,19142.0,19848.0,19823.0,571.0,681.0,2.0,0.0,0.0,0.0,8.0,13.0,15.0,0.0,6.0,13.0,15.0,0.0
8a1126d33977fff,Helsinki,Helsinki keskusta - Etu-Töölö,22851.0,22851.0,22851.0,22851.0,0.0,0.0,3.0,24.0,15.0,7.0,4.0,47.0,12.0,0.0,1.0,23.0,-3.0,-7.0
8a1126d33a2ffff,Helsinki,Helsinki keskusta - Etu-Töölö,726.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d33957fff,Helsinki,Helsinki keskusta - Etu-Töölö,21180.0,15215.0,24372.0,15215.0,3192.0,0.0,6.0,5.0,5.0,0.0,13.0,11.0,8.0,0.0,7.0,6.0,3.0,0.0
8a1126d33bb7fff,Helsinki,Helsinki keskusta - Etu-Töölö,27767.0,0.0,27767.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1654.0,79.0,3.0,2.0,1652.0,79.0,3.0
8a1126d3141ffff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,11.0,3.0,1.0,0.0,1.0,0.0,-1.0,-18.0,-10.0,-3.0
8a1126d3025ffff,Helsinki,Helsinki keskusta - Etu-Töölö,29153.0,29153.0,29153.0,29153.0,0.0,0.0,1.0,18.0,19.0,16.0,4.0,33.0,3.0,0.0,3.0,15.0,-16.0,-16.0
8a1126d31497fff,Helsinki,Helsinki keskusta - Etu-Töölö,10630.0,3347.0,10767.0,3347.0,137.0,0.0,0.0,17.0,3.0,0.0,3.0,70.0,0.0,0.0,3.0,53.0,-3.0,0.0
8a1126d302e7fff,Helsinki,Helsinki keskusta - Etu-Töölö,13126.0,0.0,13515.0,0.0,389.0,0.0,12.0,36.0,30.0,7.0,2.0,6.0,0.0,0.0,-10.0,-30.0,-30.0,-7.0
8a1126d314e7fff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0
8a1126d33c4ffff,Helsinki,Helsinki keskusta - Etu-Töölö,1375.0,0.0,1375.0,0.0,0.0,0.0,14.0,206.0,53.0,0.0,0.0,0.0,0.0,0.0,-14.0,-206.0,-53.0,0.0
8a1126d338cffff,Helsinki,Helsinki keskusta - Etu-Töölö,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,1.0,245.0,118.0,0.0,1.0,215.0,104.0,0.0
8a1126d3035ffff,Helsinki,Helsinki keskusta - Etu-Töölö,19072.0,19072.0,19072.0,19072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d31597fff,Helsinki,Helsinki keskusta - Etu-Töölö,33435.0,33407.0,33723.0,33695.0,288.0,288.0,4.0,51.0,3.0,0.0,7.0,2.0,4.0,0.0,3.0,-49.0,1.0,0.0
8a1126d330e7fff,Helsinki,Helsinki keskusta - Etu-Töölö,39054.0,0.0,52317.0,0.0,13263.0,0.0,6.0,302.0,81.0,0.0,7.0,557.0,111.0,0.0,1.0,255.0,30.0,0.0
8a1126d3312ffff,Helsinki,Helsinki keskusta - Etu-Töölö,32200.0,0.0,35357.0,0.0,3157.0,0.0,0.0,619.0,336.0,15.0,9.0,946.0,85.0,0.0,9.0,327.0,-251.0,-15.0
8a1126d33937fff,Helsinki,Helsinki keskusta - Etu-Töölö,10190.0,10190.0,10190.0,10190.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,-16.0,3.0,0.0
