h3_10,kunta,pno,kem_2000,askem_2000,kem_2016,askem_2016,kem_muutos,askem_muutos,palv_pien_2000,palv_2000,kaup_2000,pt_2000,palv_pien_2016,palv_2016,kaup_2016,pt_2016,palv_pien_muutos,palv_muutos,kaup_muutos,pt_muutos
8a1126d0baeffff,Helsinki,Jakomäki - Alppikylä,3784.0,2971.0,3898.0,3085.0,114.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8a1126d0958ffff,Helsinki,Jakomäki - Alppikylä,1546.0,0.0,2384.0,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d082dffff,Helsinki,Jakomäki - Alppikylä,1113.0,0.0,963.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0ba2ffff,Helsinki,Jakomäki - Alppikylä,1998.0,1998.0,1998.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0825ffff,Helsinki,Jakomäki - Alppikylä,2984.0,0.0,2984.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,0.0
8a1126d0b85ffff,Helsinki,Jakomäki - Alppikylä,1535.0,1508.0,1783.0,1783.0,248.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d09587fff,Helsinki,Jakomäki - Alppikylä,970.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d09637fff,Helsinki,Jakomäki - Alppikylä,111.0,0.0,0.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d09ca7fff,Helsinki,Jakomäki - Alppikylä,882.0,0.0,1152.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d56d77fff,Helsinki,Jakomäki - Alppikylä,6695.0,6000.0,6695.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0959ffff,Helsinki,Jakomäki - Alppikylä,1230.0,0.0,970.0,0.0,-260.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,-1.0,-9.0,-10.0,0.0
8a1126d0ba1ffff,Helsinki,Jakomäki - Alppikylä,2427.0,2427.0,2551.0,2551.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0b90ffff,Helsinki,Jakomäki - Alppikylä,110.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0bb1ffff,Helsinki,Jakomäki - Alppikylä,2582.0,2582.0,2582.0,2582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0ba0ffff,Helsinki,Jakomäki - Alppikylä,12248.0,12248.0,12460.0,12460.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0bb37fff,Helsinki,Jakomäki - Alppikylä,9690.0,9518.0,9518.0,9518.0,-172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d091a7fff,Helsinki,Jakomäki - Alppikylä,459.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d568b7fff,Helsinki,Jakomäki - Alppikylä,2609.0,2609.0,2609.0,2609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0ba67fff,Helsinki,Jakomäki - Alppikylä,3719.0,3719.0,3945.0,3945.0,226.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d09caffff,Helsinki,Jakomäki - Alppikylä,3030.0,0.0,3131.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0
8a1126d09797fff,Helsinki,Jakomäki - Alppikylä,31.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d096f7fff,Helsinki,Jakomäki - Alppikylä,1379.0,1379.0,1379.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d094c7fff,Helsinki,Jakomäki - Alppikylä,216.0,196.0,4395.0,3619.0,4179.0,3423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d56d97fff,Helsinki,Jakomäki - Alppikylä,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d56d67fff,Helsinki,Jakomäki - Alppikylä,6578.0,6578.0,6578.0,6578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d0bb77fff,Helsinki,Jakomäki - Alppikylä,1970.0,1970.0,2200.0,2200.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b1b7fff,Helsinki,Tapaninvainio,2866.0,2267.0,2267.0,2267.0,-599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b8d7fff,Helsinki,Tapaninvainio,1992.0,1889.0,2121.0,2038.0,129.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b607fff,Helsinki,Tapaninvainio,3786.0,1193.0,5771.0,1193.0,1985.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
8a1126d2b457fff,Helsinki,Tapaninvainio,1518.0,1424.0,1782.0,1727.0,264.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b8effff,Helsinki,Tapaninvainio,2119.0,1970.0,2270.0,2097.0,151.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bccffff,Helsinki,Tapaninvainio,1412.0,1363.0,1412.0,1363.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0
8a1126d2b647fff,Helsinki,Tapaninvainio,2576.0,2253.0,2576.0,2253.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0
8a1126d2b417fff,Helsinki,Tapaninvainio,1802.0,1672.0,1775.0,1672.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b45ffff,Helsinki,Tapaninvainio,1439.0,1262.0,1841.0,1628.0,402.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b8f7fff,Helsinki,Tapaninvainio,1912.0,1769.0,2005.0,1768.0,93.0,-1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0
8a1126d2b557fff,Helsinki,Tapaninvainio,1646.0,1609.0,1803.0,1766.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bcc7fff,Helsinki,Tapaninvainio,1676.0,1676.0,1676.0,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b287fff,Helsinki,Tapaninvainio,1600.0,1600.0,1926.0,1875.0,326.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b877fff,Helsinki,Tapaninvainio,1025.0,813.0,1492.0,1174.0,467.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b047fff,Helsinki,Tapaninvainio,1989.0,1863.0,1830.0,1515.0,-159.0,-348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b0f7fff,Helsinki,Tapaninvainio,824.0,705.0,824.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b147fff,Helsinki,Tapaninvainio,3504.0,3392.0,3306.0,3194.0,-198.0,-198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b717fff,Helsinki,Tapaninvainio,1954.0,1638.0,1954.0,1638.0,0.0,0.0,0.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,-21.0,-21.0,-19.0
8a1126d2b02ffff,Helsinki,Tapaninvainio,3119.0,3094.0,3153.0,3128.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b76ffff,Helsinki,Tapaninvainio,611.0,611.0,1273.0,1273.0,662.0,662.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8a1126d2b89ffff,Helsinki,Tapaninvainio,2266.0,2006.0,2266.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc9ffff,Helsinki,Tapaninvainio,1666.0,1448.0,2247.0,1889.0,581.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc2ffff,Helsinki,Tapaninvainio,1344.0,1344.0,1254.0,1254.0,-90.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b01ffff,Helsinki,Tapaninvainio,1078.0,918.0,1330.0,1170.0,252.0,252.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0
8a1126d2b757fff,Helsinki,Tapaninvainio,1583.0,1559.0,1613.0,1589.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b71ffff,Helsinki,Tapaninvainio,5386.0,5179.0,5386.0,5179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b4e7fff,Helsinki,Tapaninvainio,1547.0,1527.0,1240.0,1240.0,-307.0,-287.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
8a1126d2b0a7fff,Helsinki,Tapaninvainio,1992.0,1774.0,2176.0,1935.0,184.0,161.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-4.0,1.0,0.0
8a1126d2b39ffff,Helsinki,Tapaninvainio,1149.0,1010.0,1149.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b107fff,Helsinki,Tapaninvainio,2257.0,1439.0,2139.0,1805.0,-118.0,366.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
8a1126d2bce7fff,Helsinki,Tapaninvainio,2655.0,2655.0,2689.0,2689.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b537fff,Helsinki,Tapaninvainio,1499.0,1471.0,1732.0,1642.0,233.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b787fff,Helsinki,Tapaninvainio,1484.0,0.0,3120.0,0.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bcd7fff,Helsinki,Tapaninvainio,1629.0,1437.0,1682.0,1490.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b567fff,Helsinki,Tapaninvainio,2275.0,2221.0,2452.0,2376.0,177.0,155.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
8a1126d2b10ffff,Helsinki,Tapaninvainio,2138.0,1535.0,2646.0,2043.0,508.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b857fff,Helsinki,Tapaninvainio,989.0,837.0,1208.0,1190.0,219.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b157fff,Helsinki,Tapaninvainio,814.0,409.0,982.0,577.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b75ffff,Helsinki,Tapaninvainio,1842.0,1682.0,1842.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b747fff,Helsinki,Tapaninvainio,1054.0,957.0,3405.0,2951.0,2351.0,1994.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0
8a1126d2b8e7fff,Helsinki,Tapaninvainio,1613.0,1583.0,2414.0,2384.0,801.0,801.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
8a1126d2b527fff,Helsinki,Tapaninvainio,964.0,964.0,1378.0,1378.0,414.0,414.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,0.0
8a1126d2b397fff,Helsinki,Tapaninvainio,1529.0,1111.0,2114.0,1720.0,585.0,609.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
8a1126d2b0e7fff,Helsinki,Tapaninvainio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
8a1126d2b057fff,Helsinki,Tapaninvainio,2712.0,2614.0,2712.0,2614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc97fff,Helsinki,Tapaninvainio,391.0,391.0,391.0,391.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
8a1126d2b12ffff,Helsinki,Tapaninvainio,1928.0,1878.0,2183.0,2133.0,255.0,255.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,-4.0,0.0
8a1126d2b52ffff,Helsinki,Tapaninvainio,3696.0,3633.0,2606.0,2543.0,-1090.0,-1090.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
8a1126d2bd4ffff,Helsinki,Tapaninvainio,55.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b4f7fff,Helsinki,Tapaninvainio,7725.0,7653.0,7802.0,7730.0,77.0,77.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0
8a1126d2b55ffff,Helsinki,Tapaninvainio,1128.0,941.0,1523.0,1400.0,395.0,459.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,0.0
8a1126d2a267fff,Helsinki,Tapaninvainio,2553.0,2553.0,2553.0,2553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b14ffff,Helsinki,Tapaninvainio,2495.0,2495.0,2991.0,2991.0,496.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b137fff,Helsinki,Tapaninvainio,2488.0,2431.0,2334.0,2277.0,-154.0,-154.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0
8a1126d2b42ffff,Helsinki,Tapaninvainio,2134.0,1783.0,2259.0,1885.0,125.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8a1126d2b70ffff,Helsinki,Tapaninvainio,2724.0,2130.0,2460.0,2104.0,-264.0,-26.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0
8a1126d2b007fff,Helsinki,Tapaninvainio,1909.0,1132.0,2140.0,1596.0,231.0,464.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-1.0,-1.0
8a1126d2b50ffff,Helsinki,Tapaninvainio,1840.0,1731.0,1988.0,1879.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b16ffff,Helsinki,Tapaninvainio,2227.0,2096.0,2227.0,2096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b637fff,Helsinki,Tapaninvainio,2425.0,1873.0,2685.0,2133.0,260.0,260.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8a1126d2b7affff,Helsinki,Tapaninvainio,1728.0,1434.0,1728.0,1434.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,10.0,6.0,0.0
8a1126d2bc77fff,Helsinki,Tapaninvainio,1787.0,1787.0,2241.0,2241.0,454.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b51ffff,Helsinki,Tapaninvainio,953.0,862.0,1253.0,1174.0,300.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2a26ffff,Helsinki,Tapaninvainio,1869.0,1869.0,2021.0,2021.0,152.0,152.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0
8a1126d2b19ffff,Helsinki,Tapaninvainio,138.0,113.0,263.0,263.0,125.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b667fff,Helsinki,Tapaninvainio,2467.0,2053.0,2770.0,2414.0,303.0,361.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8a1126d2b0b7fff,Helsinki,Tapaninvainio,1372.0,1272.0,1777.0,1777.0,405.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b437fff,Helsinki,Tapaninvainio,1797.0,1594.0,2244.0,2031.0,447.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b48ffff,Helsinki,Tapaninvainio,4564.0,4440.0,4564.0,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc57fff,Helsinki,Tapaninvainio,1525.0,1400.0,1636.0,1511.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc1ffff,Helsinki,Tapaninvainio,2957.0,2696.0,2890.0,2890.0,-67.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b8cffff,Helsinki,Tapaninvainio,2308.0,2118.0,2279.0,2087.0,-29.0,-31.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
8a1126d2b00ffff,Helsinki,Tapaninvainio,2230.0,2190.0,2399.0,2359.0,169.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8a1126d2b5affff,Helsinki,Tapaninvainio,2397.0,1777.0,2397.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b407fff,Helsinki,Tapaninvainio,1692.0,1410.0,1925.0,1611.0,233.0,201.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
8a1126d2b037fff,Helsinki,Tapaninvainio,1477.0,1245.0,1643.0,1411.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b54ffff,Helsinki,Tapaninvainio,1921.0,1858.0,2039.0,2001.0,118.0,143.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0
8a1126d2b74ffff,Helsinki,Tapaninvainio,1946.0,1920.0,2521.0,2397.0,575.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b677fff,Helsinki,Tapaninvainio,1645.0,1340.0,1749.0,1426.0,104.0,86.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0
8a1126d2b56ffff,Helsinki,Tapaninvainio,1656.0,1623.0,1976.0,1928.0,320.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b387fff,Helsinki,Tapaninvainio,19.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
8a1126d2b2a7fff,Helsinki,Tapaninvainio,1432.0,1365.0,1408.0,1365.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b44ffff,Helsinki,Tapaninvainio,5849.0,5301.0,6170.0,5622.0,321.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b80ffff,Helsinki,Tapaninvainio,1578.0,1438.0,2330.0,2160.0,752.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc87fff,Helsinki,Tapaninvainio,2232.0,2164.0,2232.0,2164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b177fff,Helsinki,Tapaninvainio,2961.0,2935.0,3052.0,2977.0,91.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b577fff,Helsinki,Tapaninvainio,1829.0,1829.0,1750.0,1681.0,-79.0,-148.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc0ffff,Helsinki,Tapaninvainio,2263.0,2238.0,2541.0,2469.0,278.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b4c7fff,Helsinki,Tapaninvainio,5975.0,5188.0,5805.0,5018.0,-170.0,-170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b297fff,Helsinki,Tapaninvainio,1768.0,1681.0,2121.0,2021.0,353.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bcdffff,Helsinki,Tapaninvainio,2516.0,2401.0,2516.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b7b7fff,Helsinki,Tapaninvainio,5422.0,4064.0,6933.0,0.0,1511.0,-4064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b1a7fff,Helsinki,Tapaninvainio,2796.0,1152.0,2886.0,1193.0,90.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b18ffff,Helsinki,Tapaninvainio,2168.0,2050.0,2168.0,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b127fff,Helsinki,Tapaninvainio,1591.0,1444.0,1987.0,1784.0,396.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b507fff,Helsinki,Tapaninvainio,2262.0,2212.0,2342.0,2342.0,80.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b477fff,Helsinki,Tapaninvainio,1374.0,1026.0,1958.0,1886.0,584.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bd5ffff,Helsinki,Tapaninvainio,44.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b077fff,Helsinki,Tapaninvainio,1968.0,1968.0,2188.0,2188.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bc17fff,Helsinki,Tapaninvainio,567.0,497.0,938.0,903.0,371.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2bcf7fff,Helsinki,Tapaninvainio,790.0,758.0,990.0,958.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b707fff,Helsinki,Tapaninvainio,4098.0,3591.0,4107.0,3935.0,9.0,344.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-22.0,0.0
8a1126d2b817fff,Helsinki,Tapaninvainio,413.0,383.0,601.0,571.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b027fff,Helsinki,Tapaninvainio,1492.0,1433.0,1472.0,1401.0,-20.0,-32.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,-2.0,0.0
8a1126d2b05ffff,Helsinki,Tapaninvainio,504.0,415.0,919.0,830.0,415.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b017fff,Helsinki,Tapaninvainio,423.0,322.0,455.0,354.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8a1126d2b187fff,Helsinki,Tapaninvainio,1843.0,776.0,1774.0,804.0,-69.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
